

 iteration number 6 ; error 1.3419244015576028 ; parameters [0.19429145 0.49999527 0.27160671 1.         0.26143822] 

 iteration number 1 ; error 9.941566434969744 ; parameters [0.05308583 0.24894039 0.82377951 0.8393939  0.64588404] 

 iteration number 2 ; error 6.664304014095485 ; parameters [0.90360765 0.67252903 0.41041255 0.61410114 0.33336146] 

 iteration number 3 ; error 5.445222679371411 ; parameters [0.47517914 0.60454234 0.34242586 0.18567263 0.90493295] 

 iteration number 4 ; error 4.5242512919821145 ; parameters [0.86849315 0.60454234 0.34242586 0.18567263 0.90493295] 

 iteration number 5 ; error 1.3421137977267037 ; parameters [0.80498118 0.49999217 0.34242586 1.         0.90493295] 

 iteration number 1 ; error 18.047394703231554 ; parameters [0.33100013 0.93406557 0.81928974 0.65900584 0.51085648] 

 iteration number 2 ; error 2.3535979046208078 ; parameters [0.36509423 0.45969264 0.34491682 0.18463291 0.54495059] 

 iteration number 3 ; error 2.3311432942525525 ; parameters [0.41501185 0.54354697 0.45422538 0.54335341 0.65425915] 

 iteration number 4 ; error 2.164281421910967 ; parameters [0.77539492 0.54354697 0.45422538 0.54335341 0.65425915] 

 iteration number 5 ; error 1.408931529594504 ; parameters [0.77539492 0.502088   0.45422538 0.54335341 0.65425915] 

 iteration number 6 ; error 1.3724811478262888 ; parameters [0.77539492 0.502088   0.16468141 0.80493639 0.65425915] 

 iteration number 7 ; error 1.34141936378679 ; parameters [0.84460186 0.49999425 0.16468141 1.         0.65425915] 

 iteration number 1 ; error 4.899174325868069 ; parameters [0.51840267 0.3813922  0.98327836 0.87655012 0.76622797] 

 iteration number 2 ; error 1.3466198809117338 ; parameters [0.37265696 0.49999568 0.98327836 1.         0.76622797] 

 iteration number 1 ; error 9.735323795607846 ; parameters [0.3244901  0.74043322 0.14176019 0.80508817 0.2713357 ] 

 iteration number 2 ; error 2.1896405955172713 ; parameters [0.12850806 0.54445117 0.94577814 0.92489528 0.07535366] 

 iteration number 3 ; error 2.0056546213791084 ; parameters [0.42659807 0.53751348 0.93884045 0.84783427 0.06841597] 

 iteration number 4 ; error 1.342566445973151 ; parameters [0.39699977 0.499992   0.93884045 1.         0.06841597] 

 iteration number 1 ; error 2.245104631796242 ; parameters [0.66890008 0.45781779 0.30665278 0.66688022 0.82679525] 

 iteration number 2 ; error 1.3410118023631359 ; parameters [0.70290548 0.5003588  0.30665278 1.         0.82679525] 

 iteration number 1 ; error 9.32456408568603 ; parameters [0.63982963 0.71425889 0.60951518 0.59107785 0.30969335] 

 iteration number 2 ; error 8.922903793642673 ; parameters [0.70046299 0.27788994 0.9732478  0.95481047 0.22430814] 

 iteration number 3 ; error 1.3426530586065233 ; parameters [0.60310867 0.4999977  0.9732478  1.         0.22430814] 

 iteration number 1 ; error 11.837342978879466 ; parameters [0.54930257 0.79240516 0.33648291 0.91707647 0.12987679] 

 iteration number 2 ; error 11.43173479509924 ; parameters [0.93344807 0.17655065 0.7206284  0.96884381 0.18164413] 

 iteration number 3 ; error 8.401445502748475 ; parameters [0.45011528 0.69321786 0.23729561 0.48551102 0.94547395] 

 iteration number 4 ; error 3.9355641798798624 ; parameters [0.89056969 0.4106458  0.95472356 0.20293896 0.38592836] 

 iteration number 5 ; error 1.3423435009891895 ; parameters [0.80522004 0.49999338 0.95472356 1.         0.38592836] 

 iteration number 1 ; error 1.3172823631581023 ; parameters [0.73903126 0.50014701 0.27105589 1.         0.17173922] 

 iteration number 1 ; error 1.232926552568537 ; parameters [0.54122929 0.50006347 0.2009665  1.         0.15581431] 

 iteration number 1 ; error 5.270742153498017 ; parameters [0.55330595 0.36998578 0.40271773 0.94012808 0.57594085] 

 iteration number 2 ; error 2.5451090448627856 ; parameters [0.55887666 0.44559216 0.47832412 0.9456988  0.58151156] 

 iteration number 3 ; error 2.22437477209565 ; parameters [0.15647385 0.4551518  0.396401   0.86377569 0.68783881] 

 iteration number 4 ; error 1.3431581236748638 ; parameters [0.22002106 0.49999218 0.396401   1.         0.68783881] 

 iteration number 1 ; error 1.4821611507473322 ; parameters [0.09024201 0.50845542 0.50295939 0.34438054 0.30344214] 

 iteration number 2 ; error 1.326518591205841 ; parameters [0.33382531 0.4999952  0.50295939 1.         0.30344214] 

 iteration number 1 ; error 6.466689457526503 ; parameters [0.63151873 0.65026194 0.25638542 0.70008592 0.65046111] 

 iteration number 2 ; error 5.058324384045047 ; parameters [0.60156941 0.62031263 0.41887185 0.86257235 0.6205118 ] 

 iteration number 3 ; error 1.2317292668362116 ; parameters [0.45874163 0.49992521 0.41887185 1.         0.6205118 ] 

 iteration number 1 ; error 1.34117970422413 ; parameters [0.02357584 0.49999453 0.8745416  1.         0.67085888] 

 iteration number 1 ; error 6.55781535119571 ; parameters [0.05545522 0.6676851  0.19213276 0.94359263 0.17694012] 

 iteration number 2 ; error 2.826278711487615 ; parameters [0.8206621  0.43289196 0.60595183 0.70879951 0.94214699] 

 iteration number 3 ; error 1.3167888580977145 ; parameters [0.73909282 0.50014573 0.60595183 1.         0.94214699] 

 iteration number 1 ; error 16.778493220966055 ; parameters [0.94538347 0.02687091 0.78022467 0.9343859  0.4541132 ] 

 iteration number 2 ; error 6.434324266283921 ; parameters [0.56894508 0.65043253 0.40378628 0.69633241 0.07767482] 

 iteration number 3 ; error 2.1804777638441775 ; parameters [0.25427293 0.54110579 0.7428488  0.59507382 0.4189887 ] 

 iteration number 4 ; error 2.0780959710570173 ; parameters [0.25427293 0.54110579 0.06878506 0.88250124 0.4189887 ] 

 iteration number 5 ; error 1.316706034114994 ; parameters [0.26086077 0.49999467 0.06878506 1.         0.4189887 ] 

 iteration number 1 ; error 1.323531191573021 ; parameters [0.57019082 0.49999424 0.49698296 1.         0.40037954] 

 iteration number 1 ; error 7.686123206795295 ; parameters [0.71036476 0.67885142 0.91823085 0.4941844  0.34427048] 

 iteration number 2 ; error 1.3421424748715614 ; parameters [0.80539636 0.49999347 0.91823085 1.         0.34427048] 

 iteration number 1 ; error 1.8898829122872671 ; parameters [0.8887787  0.47187289 0.99000317 0.06984293 0.69003622] 

 iteration number 2 ; error 1.343021423237878 ; parameters [0.93071433 0.49999467 0.99000317 1.         0.69003622] 

 iteration number 1 ; error 1.5460806658098791 ; parameters [0.67968035 0.5118361  0.32038673 0.3507603  0.60838579] 

 iteration number 2 ; error 1.326419765563764 ; parameters [0.66608875 0.49999515 0.32038673 1.         0.60838579] 

 iteration number 1 ; error 5.506082204253326 ; parameters [0.88342421 0.35099229 0.51058732 0.85982727 0.88015828] 

 iteration number 2 ; error 4.535552740994425 ; parameters [0.19060056 0.39634419 0.25084272 0.60008267 0.30552934] 

 iteration number 3 ; error 4.369777932506727 ; parameters [0.71481866 0.39634419 0.25084272 0.60008267 0.30552934] 

 iteration number 4 ; error 1.3435234655700339 ; parameters [0.78025366 0.49999633 0.25084272 1.         0.30552934] 

 iteration number 1 ; error 13.112156717594209 ; parameters [0.29661725 0.78619696 0.20852444 0.1787057  0.55056596] 

 iteration number 2 ; error 8.196518974132879 ; parameters [0.79198127 0.28156099 0.01388796 0.67406973 0.35592948] 

 iteration number 3 ; error 4.202997414090903 ; parameters [0.90138546 0.39096517 0.50634478 0.78347391 0.46533366] 

 iteration number 4 ; error 2.8409389722564984 ; parameters [0.76933256 0.56707833 0.37429188 0.65142101 0.64144682] 

 iteration number 5 ; error 1.316524685956351 ; parameters [0.73902514 0.50014684 0.37429188 1.         0.64144682] 

 iteration number 1 ; error 4.3900122729028235 ; parameters [0.80088569 0.60362076 0.83124193 0.27655083 0.10743886] 

 iteration number 2 ; error 4.218473075340307 ; parameters [0.03289893 0.58861607 0.73838648 0.18369539 0.76756547] 

 iteration number 3 ; error 1.340738830889855 ; parameters [0.02342209 0.49999462 0.73838648 1.         0.76756547] 

 iteration number 1 ; error 1.3423836046978332 ; parameters [0.93044601 0.49999452 0.71689831 1.         0.51804261] 

 iteration number 1 ; error 14.7994267885922 ; parameters [0.65433499 0.16074038 0.17329804 0.54824611 0.15178051] 

 iteration number 2 ; error 10.74063764022211 ; parameters [0.70828903 0.24652697 0.25908464 0.60220015 0.2375671 ] 

 iteration number 3 ; error 5.939905960033362 ; parameters [0.43647711 0.62770437 0.49017065 0.29090646 0.08063248] 

 iteration number 4 ; error 5.832331475958939 ; parameters [0.43647711 0.62770437 0.89075485 0.38837108 0.08063248] 

 iteration number 5 ; error 1.3259881071844914 ; parameters [0.33387588 0.49999513 0.89075485 1.         0.08063248] 

 iteration number 1 ; error 5.564919716407366 ; parameters [0.30336155 0.62037591 0.8320413  0.29922405 0.35925838] 

 iteration number 2 ; error 2.027332321490542 ; parameters [0.52379555 0.53187533 0.25913827 0.6042787  0.38319558] 

 iteration number 3 ; error 1.2321980946469269 ; parameters [0.54120585 0.50006335 0.25913827 1.         0.38319558] 

 iteration number 1 ; error 6.092851998678477 ; parameters [0.45018882 0.64458603 0.6015131  0.66888051 0.83499078] 

 iteration number 2 ; error 0.27569778845478615 ; parameters [0.50242245 0.4857436  0.30972248 0.51003809 0.77525548] 

 iteration number 3 ; error 0.005484321299058161 ; parameters [0.50002166 0.50001847 0.30972248 0.49612345 0.77525548] 

 iteration number 1 ; error 1.8479590166473152 ; parameters [0.3745154  0.46786842 0.47376977 0.94855881 0.60695103] 

 iteration number 2 ; error 1.7598199375229342 ; parameters [0.76566753 0.47610172 0.04149418 0.24232826 0.90072049] 

 iteration number 3 ; error 1.3429845309477975 ; parameters [0.93046932 0.49999463 0.04149418 1.         0.90072049] 

 iteration number 1 ; error 1.5435760390417887 ; parameters [0.83352594 0.51713386 0.82749909 0.57757682 0.94367793] 

 iteration number 2 ; error 1.3439804970135778 ; parameters [0.89910403 0.49999636 0.82749909 1.         0.94367793] 

 iteration number 1 ; error 3.2044975983008226 ; parameters [0.82536241 0.57229375 0.40729894 0.34038996 0.34151048] 

 iteration number 2 ; error 1.341807233540931 ; parameters [0.80500178 0.49999332 0.40729894 1.         0.34151048] 

 iteration number 1 ; error 1.7093246550010388 ; parameters [0.66131178 0.48003143 0.0315299  0.26717541 0.47611565] 

 iteration number 2 ; error 1.3266642472981263 ; parameters [0.66618891 0.49999509 0.0315299  1.         0.47611565] 

 iteration number 1 ; error 10.656083921168237 ; parameters [0.07784756 0.25113171 0.16462529 0.45867733 0.37933406] 

 iteration number 2 ; error 5.955958066624751 ; parameters [0.05876425 0.36058529 0.14554198 0.56813091 0.36025076] 

 iteration number 3 ; error 1.3407558486953288 ; parameters [0.02411046 0.49999475 0.14554198 1.         0.36025076] 

 iteration number 1 ; error 1.3260351013196734 ; parameters [0.66614191 0.49999517 0.04647576 1.         0.99613789] 

 iteration number 1 ; error 6.980204772527189 ; parameters [0.41689603 0.34113115 0.61993046 0.52830502 0.57533723] 

 iteration number 2 ; error 1.3264094591186588 ; parameters [0.33378694 0.49999509 0.61993046 1.         0.57533723] 

 iteration number 1 ; error 4.150538372526956 ; parameters [0.15132239 0.40923335 0.53504561 0.43105721 0.16149291] 

 iteration number 2 ; error 4.116405728268098 ; parameters [0.04171896 0.40923335 0.53504561 0.43105721 0.16149291] 

 iteration number 3 ; error 1.341103142324141 ; parameters [0.02432825 0.49999487 0.53504561 1.         0.16149291] 

 iteration number 1 ; error 5.935877710934063 ; parameters [0.21881781 0.63430176 0.45146432 0.45668242 0.6887771 ] 

 iteration number 2 ; error 5.131037531116666 ; parameters [0.49366418 0.63430176 0.45146432 0.45668242 0.6887771 ] 

 iteration number 3 ; error 1.2322086126265446 ; parameters [0.45864638 0.4999253  0.45146432 1.         0.6887771 ] 

 iteration number 1 ; error 2.803859588484619 ; parameters [0.87763866 0.4413384  0.81493797 0.2029315  0.99301251] 

 iteration number 2 ; error 1.4522376717327536 ; parameters [0.10538201 0.50293705 0.04268131 0.26453015 0.05461115] 

 iteration number 3 ; error 1.3405614174115439 ; parameters [0.02393018 0.49999476 0.04268131 1.         0.05461115] 

 iteration number 1 ; error 7.720405926810855 ; parameters [0.47105493 0.66668677 0.37251714 0.55069377 0.89590262] 

 iteration number 2 ; error 7.208901324924167 ; parameters [0.14640602 0.34203787 0.06393481 0.22604486 0.57125372] 

 iteration number 3 ; error 1.3408859602104182 ; parameters [0.02411844 0.49999483 0.06393481 1.         0.57125372] 

 iteration number 1 ; error 1.3263594618278396 ; parameters [0.33390893 0.49999512 0.12326805 1.         0.50757241] 

 iteration number 1 ; error 4.261772825699344 ; parameters [0.18103237 0.58681492 0.94984441 0.07541946 0.22399974] 

 iteration number 2 ; error 1.3427619825323511 ; parameters [0.06897485 0.4999955  0.94984441 1.         0.22399974] 

 iteration number 1 ; error 14.913910894006381 ; parameters [0.38911846 0.18579586 0.18780461 0.01986051 0.27719691] 

 iteration number 2 ; error 8.007732612041838 ; parameters [0.14832319 0.69732208 0.69933083 0.77906523 0.03640164] 

 iteration number 3 ; error 4.46072256163485 ; parameters [0.19887199 0.4007812  0.40278996 0.48252436 0.08695044] 

 iteration number 4 ; error 1.342802107252482 ; parameters [0.19446181 0.49999509 0.40278996 1.         0.08695044] 

 iteration number 1 ; error 12.88860478615954 ; parameters [0.05574765 0.80729259 0.11566046 0.5423158  0.69364792] 

 iteration number 2 ; error 1.4951075578794086 ; parameters [0.07894206 0.48758681 0.80559236 0.56551021 0.37394214] 

 iteration number 3 ; error 1.3408743055130858 ; parameters [0.02379018 0.4999947  0.80559236 1.         0.37394214] 

 iteration number 1 ; error 13.262680481277838 ; parameters [0.6896724  0.7733422  0.49393263 0.00818945 0.90032269] 

 iteration number 2 ; error 1.866712713428145 ; parameters [0.93745614 0.4702239  0.1239901  0.3227974  0.53038017] 

 iteration number 3 ; error 1.342291416123975 ; parameters [0.84436676 0.49999424 0.1239901  1.         0.53038017] 

 iteration number 1 ; error 2.698667298360111 ; parameters [0.196224   0.55136058 0.15559842 0.27409444 0.43664249] 

 iteration number 2 ; error 1.3433647943906335 ; parameters [0.21981539 0.49999229 0.15559842 1.         0.43664249] 

 iteration number 1 ; error 11.994466323667899 ; parameters [0.12533455 0.21591741 0.86758506 0.53684533 0.45519288] 

 iteration number 2 ; error 6.828212888334253 ; parameters [0.36068887 0.33549024 0.9871579  0.77219963 0.69054718] 

 iteration number 3 ; error 1.316541459109524 ; parameters [0.26098423 0.49999472 0.9871579  1.         0.69054718] 

 iteration number 1 ; error 6.482387710732077 ; parameters [0.92329727 0.65140041 0.75971851 0.11112011 0.84984239] 

 iteration number 2 ; error 2.475791706774476 ; parameters [0.7188079  0.44691105 0.76280663 0.81028417 0.46373729] 

 iteration number 3 ; error 0.005700868125350152 ; parameters [0.4999132  0.50008198 0.76280663 0.50190381 0.46373729] 

 iteration number 1 ; error 4.47918787843267 ; parameters [0.60304051 0.39834229 0.20567854 0.70759434 0.44132087] 

 iteration number 2 ; error 1.3264546268212913 ; parameters [0.6661255  0.49999511 0.20567854 1.         0.44132087] 

 iteration number 1 ; error 6.040169013841521 ; parameters [0.2290774  0.3580226  0.51599979 0.63248114 0.78854048] 

 iteration number 2 ; error 1.3233552497163033 ; parameters [0.42973556 0.4999953  0.51599979 1.         0.78854048] 

 iteration number 1 ; error 2.3329292434302866 ; parameters [0.08508068 0.53925134 0.31679018 0.04580542 0.36488025] 

 iteration number 2 ; error 1.3163536961433695 ; parameters [0.26104053 0.49999489 0.31679018 1.         0.36488025] 

 iteration number 1 ; error 1.3424772211403184 ; parameters [0.9306972  0.49999465 0.43917669 1.         0.0145244 ] 

 iteration number 1 ; error 5.631400919400337 ; parameters [0.18702729 0.62789881 0.67435799 0.48051885 0.13888223] 

 iteration number 2 ; error 2.543689978260068 ; parameters [0.10797757 0.54884909 0.59530827 0.40146913 0.05983251] 

 iteration number 3 ; error 1.3424177237237302 ; parameters [0.15535102 0.49999463 0.59530827 1.         0.05983251] 

 iteration number 1 ; error 9.267819133598097 ; parameters [0.61564134 0.2807536  0.83579604 0.71873687 0.24916471] 

 iteration number 2 ; error 8.725586998585582 ; parameters [0.72892326 0.705037   0.88077596 0.1030654  0.95291506] 

 iteration number 3 ; error 6.773566197009264 ; parameters [0.33150061 0.35720745 0.88077596 0.1030654  0.95291506] 

 iteration number 4 ; error 6.626539258543159 ; parameters [0.33150061 0.35720745 0.50058712 0.22293698 0.95291506] 

 iteration number 5 ; error 1.3232824312934537 ; parameters [0.42981021 0.49999553 0.50058712 1.         0.95291506] 

 iteration number 1 ; error 2.6363858308051507 ; parameters [0.90054451 0.55463182 0.53516716 0.27447288 0.50981518] 

 iteration number 2 ; error 1.3435049642140806 ; parameters [0.78048173 0.49999637 0.53516716 1.         0.50981518] 

 iteration number 1 ; error 1.2323515995016219 ; parameters [0.45867271 0.49992543 0.1040016  1.         0.63283566] 

 iteration number 1 ; error 5.0809762535829295 ; parameters [0.12963997 0.61428466 0.63309219 0.45194402 0.70089982] 

 iteration number 2 ; error 2.3558556834069533 ; parameters [0.98695183 0.44845258 0.32399312 0.72198976 0.90999006] 

 iteration number 3 ; error 2.282378644632395 ; parameters [0.98695183 0.44845258 0.0626332  0.90393503 0.90999006] 

 iteration number 4 ; error 1.3406805311827639 ; parameters [0.97664187 0.49999309 0.0626332  1.         0.90999006] 

 iteration number 1 ; error 3.376812930144609 ; parameters [0.5216416  0.42983606 0.17539782 0.95877738 0.64570583] 

 iteration number 2 ; error 1.342877676277905 ; parameters [0.39688483 0.49999206 0.17539782 1.         0.64570583] 

 iteration number 1 ; error 4.670081598618509 ; parameters [0.66601463 0.39718486 0.58801059 0.55830463 0.60013944] 

 iteration number 2 ; error 1.8111034186681232 ; parameters [0.61754927 0.47247006 0.58528215 0.67932676 0.67542464] 

 iteration number 3 ; error 1.3464676396201711 ; parameters [0.62757826 0.49999397 0.58528215 1.         0.67542464] 

 iteration number 1 ; error 5.162321511306737 ; parameters [0.44504829 0.61584882 0.6324774  0.49273891 0.61345615] 

 iteration number 2 ; error 1.23265941080185 ; parameters [0.54125072 0.50006341 0.6324774  1.         0.61345615] 

 iteration number 1 ; error 7.536663783946007 ; parameters [0.80736822 0.29549435 0.60993852 0.77388504 0.94761516] 

 iteration number 2 ; error 4.713945511578553 ; parameters [0.73172197 0.60790659 0.74612766 0.08629729 0.04819202] 

 iteration number 3 ; error 1.3435308799815004 ; parameters [0.78038717 0.4999963  0.74612766 1.         0.04819202] 

 iteration number 1 ; error 9.301253162319783 ; parameters [0.95187433 0.7338318  0.27512278 0.43015642 0.39594074] 

 iteration number 2 ; error 1.3409127495220452 ; parameters [0.9761501  0.4999932  0.27512278 1.         0.39594074] 

 iteration number 1 ; error 1.9667442104176094 ; parameters [0.9130346  0.46292983 0.46623081 0.65015331 0.27902569] 

 iteration number 2 ; error 1.3410006212083057 ; parameters [0.97608485 0.49999339 0.46623081 1.         0.27902569] 

 iteration number 1 ; error 9.400063694796776 ; parameters [0.36209166 0.71305043 0.3882995  0.42563662 0.84090658] 

 iteration number 2 ; error 6.560842244207256 ; parameters [0.69408781 0.34319362 0.80429574 0.84163287 0.47104977] 

 iteration number 3 ; error 3.072031741077012 ; parameters [0.86821657 0.56423409 0.22094926 0.06267332 0.44956549] 

 iteration number 4 ; error 1.3414164420533714 ; parameters [0.97574996 0.49999359 0.22094926 1.         0.44956549] 

 iteration number 1 ; error 1.341517324835183 ; parameters [0.84470885 0.49999427 0.49859587 1.         0.67766613] 

 iteration number 1 ; error 2.2105952260740214 ; parameters [0.35014616 0.53443961 0.87542886 0.01369858 0.31736964] 

 iteration number 2 ; error 1.3428249164702943 ; parameters [0.39709482 0.49999197 0.87542886 1.         0.31736964] 

 iteration number 1 ; error 1.3962413486153493 ; parameters [0.54679191 0.48875969 0.3781356  0.43626887 0.4363705 ] 

 iteration number 2 ; error 1.2328305480707615 ; parameters [0.54133184 0.5000634  0.3781356  1.         0.4363705 ] 

 iteration number 1 ; error 1.4910287971158964 ; parameters [0.9465238  0.51798055 0.76210409 0.99310191 0.68171456] 

 iteration number 2 ; error 1.3423149795186962 ; parameters [0.93086177 0.49999475 0.76210409 1.         0.68171456] 

 iteration number 1 ; error 4.07662916537086 ; parameters [0.35624387 0.58695315 0.41893819 0.38594725 0.48804793] 

 iteration number 2 ; error 2.4771750684037364 ; parameters [0.28680453 0.45565875 0.34949885 0.25465285 0.35675353] 

 iteration number 3 ; error 1.3257032969452325 ; parameters [0.33389371 0.49999511 0.34949885 1.         0.35675353] 

 iteration number 1 ; error 9.085154374827683 ; parameters [0.68412277 0.69306194 0.02768731 0.21839097 0.84640913] 

 iteration number 2 ; error 8.03708211276481 ; parameters [0.29311394 0.30205311 0.63667848 0.82738214 0.36512937] 

 iteration number 3 ; error 7.3509316272564345 ; parameters [0.92418391 0.30038553 0.48003941 0.82571457 0.2084903 ] 

 iteration number 4 ; error 3.539624151217611 ; parameters [0.57100378 0.57645807 0.26957241 0.61524756 0.9980233 ] 

 iteration number 5 ; error 1.2322866886789285 ; parameters [0.54123785 0.50006329 0.26957241 1.         0.9980233 ] 

 iteration number 1 ; error 1.3427395502549353 ; parameters [0.93067359 0.49999462 0.65986767 1.         0.74889534] 

 iteration number 1 ; error 16.076384777490542 ; parameters [0.72291341 0.09332205 0.76071376 0.62455066 0.05102378] 

 iteration number 2 ; error 13.25413594671268 ; parameters [0.7729432  0.14335184 0.81074355 0.67458044 0.10105357] 

 iteration number 3 ; error 2.5024849869481596 ; parameters [0.14720903 0.54411668 0.21150839 0.07534528 0.4753194 ] 

 iteration number 4 ; error 1.3263402836358624 ; parameters [0.33383842 0.49999517 0.21150839 1.         0.4753194 ] 

 iteration number 1 ; error 7.143538193834279 ; parameters [0.99441178 0.32732058 0.55175206 0.28919282 0.86119791] 

 iteration number 2 ; error 7.002827787771293 ; parameters [0.99441178 0.32732058 0.00762159 0.39384692 0.86119791] 

 iteration number 3 ; error 1.3165944110061367 ; parameters [0.73906532 0.50014749 0.00762159 1.         0.86119791] 

 iteration number 1 ; error 1.3427319294081463 ; parameters [0.19400211 0.49999518 0.29219734 1.         0.92621897] 

 iteration number 1 ; error 7.011022639073112 ; parameters [0.04542394 0.34352891 0.41183491 0.27903281 0.62564249] 

 iteration number 2 ; error 6.6116841739049566 ; parameters [0.04542394 0.34352891 0.36004163 0.58262146 0.62564249] 

 iteration number 3 ; error 1.3412071384587547 ; parameters [0.02456947 0.49999492 0.36004163 1.         0.62564249] 

 iteration number 1 ; error 8.466958907140526 ; parameters [0.73065589 0.73789568 0.98018857 0.95518551 0.41980452] 

 iteration number 2 ; error 4.736610519783208 ; parameters [0.88860753 0.62612298 0.13814021 0.84341282 0.57775616] 

 iteration number 3 ; error 3.5068783616596884 ; parameters [0.0247315  0.41712339 0.68615174 0.85644715 0.62488218] 

 iteration number 4 ; error 1.3413216075242402 ; parameters [0.02408597 0.49999472 0.68615174 1.         0.62488218] 

 iteration number 1 ; error 1.3420467687276525 ; parameters [0.84426043 0.49999417 0.30697467 1.         0.362756  ] 

 iteration number 1 ; error 1.3406020400122962 ; parameters [0.02444157 0.49999495 0.54679559 1.         0.98443223] 

 iteration number 1 ; error 11.148091239298893 ; parameters [0.56961275 0.73436498 0.16384643 0.09075318 0.90249226] 

 iteration number 2 ; error 6.5986131904592895 ; parameters [0.48969077 0.654443   0.08392444 0.01083119 0.82257028] 

 iteration number 3 ; error 2.263945884914106 ; parameters [0.29071169 0.45546392 0.29787326 0.81185211 0.0365191 ] 

 iteration number 4 ; error 1.6326068610649211 ; parameters [0.20434634 0.52146127 0.21969454 0.73367339 0.66946626] 

 iteration number 5 ; error 1.3432678301507177 ; parameters [0.22003525 0.49999237 0.21969454 1.         0.66946626] 

 iteration number 1 ; error 13.411072601525575 ; parameters [0.35086291 0.16406287 0.91916015 0.87017182 0.18272211] 

 iteration number 2 ; error 6.32642261494668 ; parameters [0.17774576 0.64103152 0.39612881 0.34714048 0.00960496] 

 iteration number 3 ; error 6.143717660722222 ; parameters [0.89455285 0.35783861 0.11293589 0.06394757 0.72641205] 

 iteration number 4 ; error 5.013540261481226 ; parameters [0.19797949 0.61301848 0.53883995 0.48985162 0.1523161 ] 

 iteration number 5 ; error 4.630834620646667 ; parameters [0.19797949 0.61301848 0.03227779 0.88892093 0.1523161 ] 

 iteration number 6 ; error 1.3417203293433124 ; parameters [0.15586161 0.49999475 0.03227779 1.         0.1523161 ] 

 iteration number 1 ; error 10.845099148334004 ; parameters [0.93760213 0.77731833 0.00366938 0.49521095 0.89235765] 

 iteration number 2 ; error 10.661428730119326 ; parameters [0.94202524 0.78174144 0.64372851 0.65963541 0.89678076] 

 iteration number 3 ; error 7.62247578110058 ; parameters [0.73791425 0.31263591 0.17462298 0.30525504 0.5779446 ] 

 iteration number 4 ; error 3.753501313703305 ; parameters [0.96085115 0.58372314 0.03590542 0.16653748 0.43922704] 

 iteration number 5 ; error 3.632691495140639 ; parameters [0.96085115 0.58372314 0.43332735 0.35124235 0.43922704] 

 iteration number 6 ; error 1.3415378963902254 ; parameters [0.84392726 0.49999424 0.43332735 1.         0.43922704] 

 iteration number 1 ; error 4.893113525268584 ; parameters [0.57730453 0.59841169 0.20078616 0.09744459 0.12926653] 

 iteration number 2 ; error 4.472510518577839 ; parameters [0.06286712 0.59284566 0.68634875 0.09187856 0.61482912] 

 iteration number 3 ; error 2.9031515154308427 ; parameters [0.29524317 0.55372854 0.17420164 0.05276144 0.10268201] 

 iteration number 4 ; error 1.3166564945289032 ; parameters [0.26093939 0.49999479 0.17420164 1.         0.10268201] 

 iteration number 1 ; error 9.143187486904626 ; parameters [0.17447648 0.70881729 0.26687089 0.39920065 0.58395182] 

 iteration number 2 ; error 8.419524519716225 ; parameters [0.15708891 0.69142972 0.24948333 0.38181308 0.56656425] 

 iteration number 3 ; error 7.683195355166492 ; parameters [0.7861653  0.3205061  0.87855971 0.01088946 0.19564062] 

 iteration number 4 ; error 1.6184598964345238 ; parameters [0.39565726 0.52239445 0.22612205 0.90448891 0.00907646] 

 iteration number 5 ; error 1.3457592368341986 ; parameters [0.37239583 0.49999575 0.22612205 1.         0.00907646] 

 iteration number 1 ; error 8.765625277475657 ; parameters [0.85875759 0.26652444 0.11893798 0.69186549 0.75700428] 

 iteration number 2 ; error 1.7789863181394558 ; parameters [0.58013063 0.47548251 0.84031102 0.41323854 0.96596235] 

 iteration number 3 ; error 1.2335045393980104 ; parameters [0.54126578 0.50006313 0.84031102 1.         0.96596235] 

 iteration number 1 ; error 6.895556745480102 ; parameters [0.26392069 0.34491117 0.3159025  0.38442658 0.36908285] 

 iteration number 2 ; error 1.6597989150290489 ; parameters [0.52766742 0.49676663 0.46775796 0.64817331 0.63282958] 

 iteration number 3 ; error 1.2323498550804752 ; parameters [0.54133524 0.50006344 0.46775796 1.         0.63282958] 

 iteration number 1 ; error 1.3413959780384341 ; parameters [0.02372441 0.49999463 0.58945132 1.         0.3199895 ] 

 iteration number 1 ; error 15.73951594840456 ; parameters [0.15917977 0.09535329 0.48889854 0.92092891 0.75908399] 

 iteration number 2 ; error 5.662729967797045 ; parameters [0.07448324 0.3598814  0.75342666 0.83623238 0.0236121 ] 

 iteration number 3 ; error 1.5116808829167916 ; parameters [4.24721127e-01 4.93098748e-01 9.17666113e-01 4.71835956e-04
 1.56829451e-01] 

 iteration number 4 ; error 1.3230349890576851 ; parameters [0.42987987 0.49999539 0.91766611 1.         0.15682945] 

